auction_id,project_auction_start,project_auction_end,project_auction_online,project_accountmanager,project_businessline,project_businessunit,main_category,is_homedelivery,is_public,is_automatic_credit
45600,2020-01-23T16:00:00,2020-02-01T18:01:00,2020-01-22T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45608,2020-01-24T16:00:00,2020-02-04T18:01:00,2020-01-23T00:00:00,105,001. Seller location,Consumer & Small Business,Kleding en schoenen,0,1,0
45642,2020-02-10T16:00:00,2020-02-20T18:00:00,2020-02-07T00:00:00,103,001. Seller location,Consumer & Small Business,Houtindustrie,0,0,0
45650,2020-02-18T11:00:00,2020-02-27T19:01:00,2020-02-18T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45706,2020-02-13T11:00:00,2020-02-20T18:01:00,2020-02-12T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45711,2020-01-24T11:00:00,2020-01-30T11:01:00,2020-01-23T00:00:00,109,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,1,1,0
45736,2020-02-01T16:00:00,2020-02-12T19:01:00,2020-01-31T00:00:00,106,001. Seller location,Consumer & Small Business,NULL,0,0,0
44916,2020-01-03T08:00:00,2020-01-12T18:01:00,2019-12-27T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
44920,2019-12-20T16:00:00,2020-01-15T18:30:00,2019-12-13T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
44923,2019-12-25T16:00:00,2020-01-06T19:01:00,2019-12-23T00:00:00,106,001. Seller location,Consumer & Small Business,Woninginrichting,0,0,0
44930,2020-02-03T16:00:00,2020-02-11T17:32:00,2020-01-29T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44947,2020-02-14T16:00:00,2020-02-25T18:01:00,2020-02-12T00:00:00,103,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44973,2019-12-23T16:00:00,2020-01-06T19:00:00,2019-12-20T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
44988,2020-01-11T22:00:00,2020-01-12T17:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45012,2020-02-12T16:00:00,2020-02-16T15:03:00,2020-02-11T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45029,2020-01-26T23:00:00,2020-02-12T22:59:00,2020-01-24T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,1,0
45047,2020-01-07T16:00:00,2020-01-15T18:01:00,2020-01-03T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45048,2020-01-21T16:00:00,2020-01-29T18:01:00,2020-01-17T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45096,2019-12-31T16:00:00,2020-01-05T20:01:00,2020-12-30T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45112,2020-01-04T16:00:00,2020-01-09T19:01:00,2020-01-03T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45119,2020-01-16T16:00:00,2020-01-20T19:01:00,2020-01-15T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45123,2020-01-11T16:00:00,2020-01-23T17:01:00,2020-01-10T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,1,1,0
45138,2020-01-31T16:00:00,2020-02-05T19:01:00,2020-01-30T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45140,2020-01-10T16:00:00,2020-01-17T17:01:00,2020-01-09T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45147,2020-01-20T11:00:00,2020-01-26T18:02:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45151,2020-01-20T11:00:00,2020-01-27T10:01:00,2020-01-17T00:00:00,103,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,Sieraden en horloges,1,1,0
45169,2020-01-17T11:00:00,2020-01-24T12:02:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45179,2020-01-13T22:00:00,2020-01-14T20:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45181,2020-01-15T22:00:00,2020-01-16T20:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45185,2020-01-14T13:00:00,2020-01-15T10:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45186,2020-01-15T13:00:00,2020-01-16T10:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45188,2020-01-17T17:00:00,2020-01-18T09:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45638,2020-02-10T16:00:00,2020-02-20T18:01:00,2020-02-07T00:00:00,103,001. Seller location,Consumer & Small Business,Houtindustrie,0,0,0
45639,2020-02-17T16:00:00,2020-02-27T18:01:00,2020-02-11T00:00:00,103,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45651,2020-01-22T16:00:00,2020-02-05T18:30:00,2020-01-21T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45665,2020-02-13T13:00:00,2020-02-14T10:00:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45669,2020-02-15T22:00:00,2020-02-16T17:00:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45670,2020-02-12T22:00:00,2020-02-13T20:01:00,2020-02-06T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45676,2020-02-20T16:01:00,2020-02-27T17:01:00,2020-02-17T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45677,2020-01-30T08:00:00,2020-02-03T19:30:00,2020-01-29T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45679,2020-02-06T08:00:00,2020-02-10T19:30:00,2020-02-05T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45704,2020-02-05T11:00:00,2020-02-12T18:01:00,2020-02-04T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45708,2020-02-21T11:00:00,2020-02-28T11:02:00,2020-02-20T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45712,2020-01-28T08:00:00,2020-02-06T17:01:00,2020-01-27T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,1,0
43221,2019-12-28T16:00:00,2020-01-05T15:01:00,2019-12-27T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45799,2020-02-05T11:00:00,2020-02-16T09:01:00,2020-02-04T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45803,2020-02-15T16:01:00,2020-02-20T19:01:00,2020-02-13T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45819,2020-02-11T16:00:00,2020-02-15T15:04:00,2020-02-09T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,1
45717,2020-02-15T16:01:00,2020-02-23T17:01:00,2020-02-14T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45721,2020-02-10T16:00:00,2020-02-18T17:01:00,2020-02-07T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
45036,2019-12-31T16:00:00,2020-01-08T19:01:00,2019-12-27T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
45038,2019-12-31T16:00:00,2020-01-07T18:30:00,2019-12-30T00:00:00,NULL,NULL,NULL,NULL,0,0,0
45046,2020-01-23T16:00:00,2020-01-30T18:01:00,2020-01-20T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,0
45055,2020-01-18T16:00:00,2020-01-24T18:30:00,2020-01-17T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Fietsen,0,0,0
45060,2019-12-23T16:00:00,2020-01-07T12:00:00,2019-12-20T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45069,2020-01-19T23:00:00,2020-01-27T15:00:00,2020-01-17T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45071,2019-12-30T16:00:00,2020-01-08T17:00:00,2019-12-27T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45090,2020-01-23T16:00:00,2020-01-30T19:01:00,2020-01-22T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45093,2020-02-01T16:01:00,2020-02-07T17:01:00,2020-01-31T00:00:00,116,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45102,2020-01-03T16:00:00,2020-01-12T19:01:00,2019-12-27T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45104,2019-12-24T16:00:00,2020-01-02T14:50:00,2019-12-24T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
45109,2020-01-03T16:00:00,2020-01-06T19:01:00,2020-01-02T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45122,2019-12-28T16:00:00,2020-01-09T17:01:00,2019-12-27T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,1,1,0
45132,2020-01-08T11:00:00,2020-01-15T18:02:00,2020-01-07T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45148,2020-01-24T11:00:00,2020-01-30T12:02:00,2020-01-23T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45158,2019-12-23T16:00:00,2020-01-06T19:00:00,2019-12-23T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45159,2020-01-07T11:00:00,2020-01-14T18:01:00,2020-01-07T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45161,2020-01-09T11:00:00,2020-01-16T12:01:00,2020-01-09T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45163,2020-01-11T11:00:00,2020-01-18T19:02:00,2020-01-10T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45167,2020-01-15T11:00:00,2020-01-22T20:01:00,2020-01-15T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45735,2020-02-07T16:01:00,2020-02-18T19:01:00,2020-02-05T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,1,0,0
45782,2020-02-03T11:00:00,2020-02-10T18:01:00,2020-02-02T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45844,2020-02-14T11:00:00,2020-02-23T17:31:00,2020-02-13T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,1,1,0
45855,2020-02-20T13:00:00,2020-02-21T10:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45874,2020-01-31T11:00:00,2020-02-07T11:02:00,2020-01-30T00:00:00,109,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,1,1,0
45876,2020-02-07T11:00:00,2020-02-14T11:31:00,2020-02-06T00:00:00,109,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,1,1,0
45907,2020-02-12T11:00:00,2020-02-19T13:02:00,2020-02-11T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45913,2020-02-18T11:00:00,2020-02-25T16:32:00,2020-02-14T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45934,2020-02-16T11:00:00,2020-02-23T09:02:00,2020-02-14T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45953,2020-02-07T11:00:00,2020-02-18T12:01:00,2020-02-06T00:00:00,109,001. BU 5 Art & Antiques (Amersfoort),Art & Antiques,NULL,1,1,0
45989,2020-02-12T16:01:00,2020-02-19T18:01:00,2020-02-11T00:00:00,101,001. Recommerce - Pick up,Consumer & Small Business,NULL,0,0,0
46054,2020-02-20T11:00:00,2020-02-27T09:02:00,2020-02-18T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
46070,2020-02-12T16:00:00,2020-02-26T17:01:00,2020-02-10T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,0,0
46079,2020-02-17T16:01:00,2020-02-24T18:01:00,2020-02-14T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,1,0
45783,2020-02-04T11:00:00,2020-02-11T12:01:00,2020-01-31T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45794,2020-01-27T16:00:00,2020-02-20T15:00:00,2020-01-27T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45800,2020-02-06T11:00:00,2020-02-17T09:02:00,2020-02-05T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45807,2020-02-21T16:01:00,2020-02-26T19:01:00,2020-02-19T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
45834,2020-02-11T16:00:00,2020-02-16T15:04:00,2020-02-09T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,1
45860,2020-02-16T22:00:00,2020-02-17T20:00:00,2020-02-13T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45912,2020-02-17T11:00:00,2020-02-24T19:02:00,2020-02-14T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45917,2020-02-22T11:00:00,2020-02-29T10:02:00,2020-02-21T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45931,2020-02-08T11:00:00,2020-02-15T19:02:00,2020-02-07T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45938,2020-02-07T11:00:00,2020-02-16T18:01:00,2020-02-07T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,0,1,0
45948,2020-02-04T11:00:00,2020-02-11T19:32:00,2020-01-31T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45964,2020-02-10T11:00:00,2020-02-20T17:32:00,2020-02-10T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
46008,2020-02-26T13:00:00,2020-02-27T10:00:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46010,2020-02-28T17:01:00,2020-02-29T09:00:00,2020-02-20T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
46019,2020-02-03T16:00:00,2020-02-06T13:00:00,2020-02-03T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45198,2020-01-24T23:00:00,2020-01-31T15:04:00,2020-01-24T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45216,2020-01-02T11:00:00,2020-01-10T12:01:00,2019-12-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45222,2020-01-18T16:00:00,2020-01-24T18:01:00,2020-01-17T00:00:00,101,001. Recommerce - Pick up,Consumer & Small Business,Consumentengoederen,0,0,0
45225,2019-12-26T11:00:00,2020-01-05T09:02:00,2019-12-24T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45227,2020-01-13T16:01:00,2020-01-20T17:01:00,2020-01-10T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
45234,2020-01-23T16:00:00,2020-01-30T17:32:00,2020-01-17T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45238,2020-01-17T16:00:00,2020-02-03T17:01:00,2020-01-16T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
45260,2020-01-21T13:00:00,2020-01-22T10:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45261,2020-01-22T13:00:00,2020-01-23T10:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45270,2020-01-04T16:00:00,2020-01-15T19:01:00,2020-01-03T00:00:00,106,001. Seller location,Consumer & Small Business,NULL,0,0,0
45278,2020-01-19T11:00:00,2020-01-27T10:32:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45279,2020-01-23T11:00:00,2020-01-31T19:02:00,2020-01-22T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45282,2020-01-31T11:00:00,2020-02-08T18:01:00,2020-01-30T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45291,2020-01-20T23:00:00,2020-01-29T22:59:00,2020-01-17T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
38138,2019-12-31T11:00:00,2020-01-05T18:32:00,2019-12-31T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45340,2020-01-25T16:00:00,2020-02-02T17:01:00,2020-01-24T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45348,2020-01-28T16:00:00,2020-02-01T16:00:00,2020-01-27T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45349,2020-02-04T16:00:00,2020-02-08T16:00:00,2020-02-03T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45357,2020-02-17T16:00:00,2020-02-25T15:00:00,2020-02-14T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45402,2020-01-21T16:00:00,2020-01-28T19:00:00,2020-01-17T00:00:00,110,006.Automotive,Automotive,NULL,0,1,0
45417,2020-01-29T16:00:00,2020-02-04T18:01:00,2020-01-28T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
45427,2020-02-02T23:00:00,2020-02-19T22:59:00,2020-01-28T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45434,2020-01-22T16:00:00,2020-01-31T15:01:00,2020-01-21T00:00:00,113,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45448,2020-01-20T16:00:00,2020-02-03T17:01:00,2020-01-17T00:00:00,105,001. Seller location,Consumer & Small Business,NULL,0,1,0
45449,2020-01-18T16:00:00,2020-01-27T15:01:00,2020-01-17T00:00:00,102,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
45177,2019-12-24T11:00:00,2020-01-09T14:00:00,2019-12-23T00:00:00,109,001. Domeinen - Seller location,Consumer & Small Business,NULL,0,1,0
45459,2020-01-18T11:00:00,2020-01-26T09:31:00,2020-01-17T00:00:00,100,001. Art Recurrent,Art & Antiques,Kunst,1,1,0
45180,2020-01-14T22:00:00,2020-01-15T20:00:00,2020-01-10T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
38219,2020-01-07T11:00:00,2020-01-14T10:02:00,2020-01-07T00:00:00,100,001. Art Recurrent,Art & Antiques,NULL,1,1,0
45469,2020-02-04T13:00:00,2020-02-05T10:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45199,2020-01-31T23:00:00,2020-02-07T15:04:00,2020-01-31T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
45472,2020-02-07T17:01:00,2020-02-08T09:00:00,2020-01-31T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45206,2019-12-30T16:00:00,2020-01-07T15:00:00,2019-12-30T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
45479,2020-01-22T16:00:00,2020-01-28T19:00:00,2020-01-17T00:00:00,106,001. Seller location,Consumer & Small Business,Woninginrichting,0,0,0
45209,2020-02-06T16:00:00,2020-02-14T18:01:00,2020-02-05T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Houtindustrie,0,0,0
46075,2020-02-07T11:00:00,2020-02-16T09:31:00,2020-02-06T00:00:00,100,001. Art Combi One-Off,Art & Antiques,Kunst,0,1,0
46093,2020-02-17T16:01:00,2020-02-24T17:01:00,2020-02-14T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
46095,2020-02-10T16:00:00,2020-02-18T15:00:00,2020-02-10T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,Consumentengoederen,0,0,0
46096,2020-02-14T16:00:00,2020-02-25T17:01:00,2020-02-14T00:00:00,109,001. Seller location,Consumer & Small Business,NULL,0,1,0
46100,2020-02-19T16:00:00,2020-02-29T17:01:00,2020-02-17T00:00:00,115,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
46188,2020-02-15T16:01:00,2020-02-25T17:30:00,2020-02-14T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
46216,2020-02-21T16:01:00,2020-02-29T18:01:00,2020-02-20T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
46164,2020-02-17T16:01:00,2020-02-23T17:30:00,2020-02-14T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
46206,2020-02-21T10:00:00,2020-02-24T17:30:00,2020-02-20T00:00:00,103,001. Domeinen - Auction centre,Consumer & Small Business,NULL,0,1,0
43856,2020-01-01T16:00:00,2020-01-15T18:30:00,2019-11-06T00:00:00,104,001. Schipveilingen,Consumer & Small Business,NULL,0,1,0
43948,2020-01-24T16:00:00,2020-02-06T18:30:00,2020-01-22T00:00:00,101,001. Seller location,Consumer & Small Business,NULL,0,1,0
44032,2019-12-25T16:00:00,2020-01-01T15:01:00,2019-12-20T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44313,2019-12-28T16:00:00,2020-01-01T19:01:00,2019-12-27T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,1
44544,2019-12-24T16:01:00,2020-01-02T19:01:00,2019-12-23T00:00:00,101,001. Recommerce - Delivery,Consumer & Small Business,NULL,1,0,0
44561,2020-01-01T16:00:00,2020-01-09T15:04:00,2019-12-27T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44577,2019-12-12T16:00:00,2020-01-08T19:30:00,2019-12-05T00:00:00,110,006.Automotive,Automotive,Auto's,0,1,0
44646,2020-02-08T16:01:00,2020-02-16T17:01:00,2020-02-07T00:00:00,108,001. Combi - Delivery,Consumer & Small Business,NULL,1,0,1
44650,2019-12-24T16:00:00,2020-01-13T17:01:00,2019-12-23T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
44682,2020-01-09T16:00:00,2020-01-29T19:30:00,2019-12-20T00:00:00,110,006.Automotive,Automotive,Auto's,0,1,0
44703,2019-12-23T16:00:00,2020-01-06T18:02:00,2019-12-20T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,1,0
44733,2019-12-23T16:00:00,2020-01-13T17:01:00,2019-12-20T00:00:00,105,001. Voluntary one-off - Pick up,Consumer & Small Business,NULL,0,1,0
44734,2020-01-12T16:01:00,2020-01-18T18:02:00,2020-01-10T00:00:00,103,001. Solo - Delivery,Consumer & Small Business,Gereedschap,1,0,0
44825,2019-12-31T08:00:00,2020-01-09T18:30:00,2019-12-27T00:00:00,103,001. Seller location,Consumer & Small Business,NULL,0,0,0
44828,2019-12-16T11:00:00,2020-01-06T16:00:00,2019-12-10T00:00:00,109,001.Insolvency - Pick-up,Consumer & Small Business,NULL,0,0,0
44884,2020-01-10T16:00:00,2020-01-21T18:01:00,2020-01-09T00:00:00,113,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44895,2020-01-09T16:00:00,2020-01-16T17:32:00,2020-01-03T00:00:00,106,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44944,2020-01-17T16:00:00,2020-01-28T18:01:00,2020-01-15T00:00:00,103,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44945,2020-01-31T16:00:00,2020-02-11T18:01:00,2020-01-29T00:00:00,103,001. Seller location,Consumer & Small Business,Consumentengoederen,0,0,0
44978,2020-01-08T22:00:00,2020-01-09T20:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44984,2020-01-09T13:00:00,2020-01-10T10:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44987,2020-01-11T17:00:00,2020-01-12T09:00:00,2020-01-03T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
44993,2020-01-16T16:00:00,2020-01-22T18:30:00,2020-01-10T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,1,0
44995,2020-02-13T16:00:00,2020-02-19T18:30:00,2020-02-07T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Motoren,0,1,0
45007,2020-01-08T16:00:00,2020-01-12T15:03:00,2020-01-07T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45011,2020-02-05T16:00:00,2020-02-09T15:03:00,2020-02-04T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentenelektronica,1,0,0
45015,2020-02-04T16:00:00,2020-02-11T18:01:00,2020-01-30T00:00:00,102,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45210,2020-01-13T16:00:00,2020-01-22T18:01:00,2020-01-10T00:00:00,101,001. Seller location,Consumer & Small Business,Woninginrichting,0,1,0
45022,2019-12-30T11:00:00,2020-01-05T18:02:00,2019-12-30T00:00:00,100,001. Art Recurrent,Art & Antiques,Sieraden en horloges,1,1,0
45045,2020-01-09T16:00:00,2020-01-16T17:00:00,2020-01-06T00:00:00,102,001. Seller location,Consumer & Small Business,NULL,0,0,0
45052,2020-01-18T08:00:00,2020-01-23T18:30:00,2020-01-17T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
45059,2020-01-10T23:00:00,2020-01-17T22:59:00,2020-01-10T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Fietsen,0,0,0
45062,2020-01-25T08:00:00,2020-01-31T18:30:00,2020-01-24T00:00:00,103,001. Auction Centre - Pick up,Consumer & Small Business,Fietsen,0,0,0
45063,2020-01-02T16:00:00,2020-01-08T18:01:00,2019-12-27T00:00:00,104,001. Solo - Delivery,Consumer & Small Business,NULL,1,0,0
45088,2019-12-25T16:00:00,2020-01-02T19:01:00,2019-12-24T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45089,2020-01-09T16:00:00,2020-01-16T19:01:00,2020-01-08T00:00:00,106,001. Solo - Delivery,Consumer & Small Business,Consumentengoederen,1,0,0
45101,2020-01-16T16:00:00,2020-01-27T17:01:00,2020-01-13T00:00:00,116,001. Auction Centre - Pick up,Consumer & Small Business,NULL,0,0,0
45214,2020-01-13T16:00:00,2020-01-23T18:01:00,2020-01-10T00:00:00,103,001. Seller location,Consumer & Small Business,Houtindustrie,0,0,0
45217,2020-01-27T16:00:00,2020-02-06T18:00:00,2020-01-24T00:00:00,103,001. Seller location,Consumer & Small Business,Houtindustrie,0,0,0
45257,2020-01-23T22:00:00,2020-01-24T20:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45259,2020-01-20T13:00:00,2020-01-21T10:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
45264,2020-01-24T22:00:00,2020-01-25T17:00:00,2020-01-17T00:00:00,107,001. Daily deals,Consumer & Small Business,NULL,1,0,1
